,length,area,left_click_distance,is_clicked
0,0.10902727586479564,0.00741531493466141,0.010439166129933574,1
1,0.1099819620837655,0.008022268943565614,0.02482672976025919,1
2,0.10962395461575389,0.008043549937124084,0.01758417553797596,1
3,0.11127103038763149,0.008154064711539455,0.019441419695571623,1
4,0.11078691155151008,0.008094911043269981,0.021442721202404418,1
5,0.10955928621964485,0.00794141959768524,0.021098160487377053,1
6,0.10968884695269038,0.007838569304258414,0.020800143496334977,1
7,0.10645070601932581,0.007505030628673914,0.01732389909261161,1
8,0.1095293715489475,0.007552002203197183,0.036677811062750094,1
9,0.09654145719652692,0.007065466274709387,0.009189125650004707,1
10,0.08773147797000527,0.006374019807688036,0.01689210458517992,1
11,0.08442707502101393,0.006168832139998415,0.004958433783125911,1
12,0.07617657912726764,0.005143684685540606,0.008854764531495495,1
13,0.061641803281536296,0.0030843412611787357,0.010632462141210369,1
14,0.05071376753712846,0.002254545520937512,0.028039883610885018,1
15,0.0551793516322106,0.0002567643205098058,0.004224207075040157,1
16,0.06274197335382684,0.00247526846533086,0.03652395308783434,1
17,0.0843037387100885,0.003841983893199341,0.019500202946371264,1
18,0.09260714019554818,0.005965628708895387,0.02817945989690629,1
19,0.09723715403375782,0.006594000962507174,0.02300221644843748,1
20,0.10038917733112301,0.00695493624908794,0.03954259295605751,1
21,0.1033332174806925,0.007365039395429207,0.038844824091010755,1
22,0.10046791235688708,0.007013133452439035,0.04657758273209117,1
23,0.09745258602302007,0.006793003058326974,0.05466976973551985,1
24,0.09801835885655998,0.006887439024442443,0.06071523470970558,1
25,0.09433847325304999,0.007166419491875686,0.06239116022757541,1
26,0.08639646739230919,0.006949616597522912,0.08006346482736133,1
27,0.08327902674509896,0.006380145797877823,0.021449751951325254,1
28,0.08288483838469896,0.006201350704852615,0.0421209054777806,1
29,0.08525631700216572,0.0062436047655412,0.04736554806344286,1
30,0.0832546890996504,0.005635443589000033,0.05019478357952518,1
31,0.08259984340977797,0.005434414348702177,0.04475992138465019,1
32,0.07918326103143485,0.004921932728093381,0.04163358921938672,1
33,0.08174044126150162,0.004868385027626765,0.044886118224351484,1
34,0.07975576423947693,0.004823891524583068,0.04927939623167472,1
35,0.07837370863131908,0.004470937451671375,0.047687404014176114,1
36,0.0727472639536372,0.004095495343429789,0.042419583041028,1
37,0.0728986065011685,0.003972648435823345,0.048890731684497646,1
38,0.07013792803512944,0.003647630487389364,0.0717523755019262,1
39,0.06093229658099473,0.0030785704102935796,0.0548503345763899,1
40,0.044915017124410914,0.0021847149676386124,0.011086897541931373,1
41,0.03606245320262336,0.0014652322247563632,0.00678678436735041,1
42,0.03454341608898997,0.0009031458682002835,0.008886166499379214,1
43,0.035931826296563614,0.0018757352545382133,0.010283796438355641,1
44,0.03593442745688077,0.0018051041843030191,0.012410197997687786,1
45,0.05467167736570573,0.003217252532481396,0.011013020331452286,1
46,0.061140903244367564,0.003649892185739745,0.01311834046511913,1
47,0.06663017781545158,0.003871279892068813,0.02702989508119412,1
48,0.06937803806125666,0.004069427946875592,0.02011169777037666,1
49,0.06872106946001807,0.004089400332892623,0.01907998226925542,1
50,0.07691814084375133,0.004768764715326057,0.018292751975587603,1
51,0.07913674955495771,0.004986124023734995,0.009324392875666528,1
52,0.08735161217844405,0.0058772528416604075,0.018368236515152514,1
53,0.09512304271992568,0.00643602484796979,0.013333795309591228,1
54,0.10804564849605755,0.007829890421227503,0.02147341411151777,1
55,0.11026903414409599,0.008314953495546007,0.026254730986414915,1
56,0.11516739705168606,0.008333351614599138,0.014067533420801383,1
57,0.11020471938303,0.008196292410122652,0.015081369730506833,1
58,0.10633862071185445,0.007977703293266636,0.01695280921376238,1
59,0.09823264598211894,0.007143888919315167,0.012141973259210136,1
60,0.09094816184674097,0.0058341729189148595,0.030745187335338545,1
61,0.07920669441368379,0.00414157934786985,0.029277071727851725,1
62,0.0700986892898039,0.002024737175399416,0.027456605112091536,1
63,0.06437297845352705,0.0013055706851980986,0.027374698122287495,1
64,0.06459900749537696,0.00023619838334099086,0.019510288655360124,1
65,0.07678342860481746,0.0017335382770564678,0.025740607533010867,1
66,0.10957792581212224,0.004864374506857949,0.02875994206215739,1
67,0.11022869307785,0.006342818501682501,0.12236558742289151,1
68,0.09955318329722106,0.004798212351371234,0.01632208891356901,1
69,0.09424543985316879,0.006079941253353205,0.0367115401371085,1
70,0.09463451245642113,0.007323724103415863,0.030063623495997022,1
71,0.10098284265487749,0.007879823218071458,0.021345172180126805,1
72,0.10115481886697666,0.00837906449138659,0.041447431667868,1
73,0.10004390448328002,0.00831610623024348,0.03175683868077298,1
74,0.10438430359398918,0.009187600319963796,0.05600386139145243,1
75,0.09675724876843216,0.008159832918620324,0.05930924791420217,1
76,0.09407158731726459,0.007248960967945806,0.06312827863374305,1
77,0.09575370239821668,0.007192058263504997,0.03732450856742179,1
78,0.09617203343546656,0.007223218218477712,0.03844975287968522,1
79,0.09801926810193991,0.006966291702929617,0.050379985686000245,1
80,0.10285354639993813,0.007638781346759771,0.03520411478360985,1
81,0.09858244148247798,0.007418029122011838,0.06130839566748529,1
82,0.10095169493547476,0.006814160058478791,0.0549232806808978,1
83,0.0969489013487875,0.006998542945360953,0.055116060219422815,1
84,0.09850743335870354,0.006478924463312552,0.04878994735769482,1
85,0.09743240375161102,0.006148928528261877,0.00612673229483044,1
86,0.0900725993129459,0.005279085898298064,0.08291658266392925,1
87,0.07551081642659224,0.004193451290792183,0.04895915679839605,1
88,0.07969005764774924,0.0039547848865968405,0.047145692834972955,1
89,0.09118797174911451,0.005282064531135333,0.10439269812580641,1
90,0.10159144198947145,0.0049817503445268585,0.0904578271682488,1
91,0.08313466094465144,0.003032841446248824,0.05387831759010162,1
92,0.06622973195810467,0.0005226987881723488,0.008145762996906477,1
93,0.06471769566739159,0.0015469311443432332,0.009280808426636372,1
94,0.07261658539640999,0.003045890433728715,0.007955047235973092,1
95,0.06931837147399864,0.0034171713956254735,0.01108435247712254,1
96,0.07682251872304786,0.004157494306769038,0.019798287580273216,1
97,0.0827482686234829,0.0051607064371808065,0.0186411108544255,1
98,0.0811947009671377,0.005249505565616985,0.006220433160749799,1
99,0.08394106362279284,0.005836142545613043,0.030809036643335324,1
100,0.08647458699245081,0.006330681814306516,0.025987960601982236,1
101,0.09225724669829169,0.007008486093214472,0.02015872662355404,1
102,0.10545100892103787,0.008428117872649743,0.01708373421014514,1
103,0.11522591726263857,0.009573065684485016,0.025243994777166715,1
104,0.11933431711879891,0.010383163660259598,0.009629000591969751,1
105,0.1270973177554109,0.01156361628346314,0.026028344966725677,1
106,0.13426338896021606,0.012416435319352104,0.0453879609792804,1
107,0.13954647176758594,0.012323051339156343,0.047578076035367026,1
108,0.13869958662023563,0.012293906429820645,0.03687292620018761,1
109,0.13554247690553073,0.011454890758965774,0.03411111672006932,1
110,0.12941717122050297,0.010654341328031336,0.024505567935367623,1
111,0.12159418416869958,0.009984542364483318,0.01425116766194932,1
112,0.11235213100716383,0.008895015828975339,0.019473528218494927,1
113,0.10613379420822282,0.008690517006014531,0.016790554680119998,1
114,0.10146537967392665,0.007762115740694853,0.047725564560327276,1
115,0.09394932973502851,0.005996085499231807,0.04626250343739245,1
116,0.07163882294722748,0.004658920198189032,0.06255770563745561,1
117,0.0690193913148077,0.0038848487449092417,0.01947148691021665,1
118,0.06718248257819512,0.0023623174379814316,0.025910259051541016,1
119,0.06479319854162957,0.000850766909307854,0.02421325746305024,1
120,0.07354997419635571,0.0017904776674675382,0.026149972581138485,1
121,0.09047840336928273,0.004082324098412471,0.0080415831096009,1
122,0.08939050207051438,0.004039252265826132,0.009682115331192516,1
123,0.08290976962830938,0.0036760575118730543,0.023782838176362762,1
124,0.08502577046365586,0.004156339111136997,0.03196636127163189,1
125,0.08163069943894743,0.004490629432313931,0.035679914838986075,1
126,0.08478164597700037,0.005524652149609732,0.05086494462510557,1
127,0.08825860211381745,0.006193454300028378,0.03526873475855054,1
128,0.08795173061293587,0.006421442946465072,0.04359886934631638,1
129,0.08509029022005687,0.00587598880846274,0.04375267851372922,1
130,0.08637841309233647,0.005831464319578927,0.060622930178548244,1
131,0.08724237294590212,0.005708658998416993,0.04506494992300408,1
132,0.08592246687356596,0.005573064180325993,0.05629532159102229,1
133,0.08112513604045798,0.005253251876178311,0.0572251106049187,1
134,0.08345959620477601,0.005605919809348769,0.06324783340755598,1
135,0.08322338273784642,0.00562916727364815,0.05073369069544777,1
136,0.08513064301919762,0.005715857306554106,0.06429022581561954,1
137,0.08457961967956541,0.005505622181279257,0.06634393179647477,1
138,0.0820547566017347,0.005188099340561081,0.058407353094447376,1
139,0.08072808488378322,0.004980931709242853,0.06823711223503237,1
140,0.07681577848009674,0.004666400456921238,0.05256200625415515,1
141,0.06978642221608412,0.004027904011067562,0.06199539965982946,1
142,0.06262232568317089,0.003609522347360894,0.06825023250690435,1
143,0.05547939098258637,0.002889589066423781,0.12791580958592513,1
144,0.02109818628349014,8.982761496056924e-05,0.03646021647958345,1
145,0.028814474920431498,5.387392682898451e-05,0.01014508991496557,1
146,0.024907838484117033,0.0009004195527264613,0.02068209576715931,1
147,0.03001527376658871,0.0015379783173088413,0.01945128992910644,1
148,0.04210692527903041,0.0023400417611458835,0.011698206772621329,1
149,0.04955149557357978,0.00300880152100369,0.019325137028155224,1
150,0.052072209564877216,0.0032071544293899024,0.017717526255726194,1
151,0.0549454180646968,0.003395405095469428,0.028482232694497296,1
152,0.05851271665241408,0.0035689911831493504,0.026108332820136287,1
153,0.059841196087714724,0.0039342614588875335,0.03510361775914496,1
154,0.06231622138866152,0.004219673034984162,0.03336923147543658,1
155,0.06634529218964445,0.00458152816757984,0.0438329298862801,1
156,0.06844483584800641,0.004641479124188663,0.049377933297864385,1
157,0.06855223592744783,0.004632450755638118,0.04704607343318169,1
158,0.05970119894817928,0.004286133703669925,0.03660467424329496,1
159,0.06651019800505627,0.004917350290352118,0.16894570627900402,1
160,0.0694561636000155,0.00538357235283371,0.06651069699045084,1
161,0.08566824860338934,0.00728390728713002,0.053400305114394274,1
162,0.08711719514898973,0.008159283795911243,0.06865583565228406,1
163,0.08545510287940743,0.008290018637745256,0.07681496893067644,1
164,0.09579605784963953,0.009744269843892539,0.06067375295533011,1
165,0.09487990239159252,0.009990813056591108,0.0721749934518005,1
166,0.09599449688647764,0.01038740580473485,0.07443167073309832,1
167,0.09550993611426785,0.0107772222102831,0.06768233639709295,1
168,0.07983405927446384,0.008871220722909356,0.05513942959883157,1
169,0.09562664878728251,0.010829184645677614,0.01329911189248671,1
170,0.1076253482472246,0.011767439152520431,0.048902168783562565,1
171,0.10983711147937836,0.01183254438457304,0.047867383343169354,1
172,0.10915513882742409,0.011647161871541911,0.05742690223801524,1
173,0.11627624030697882,0.012284412798028832,0.06546140894583873,1
174,0.10362055858919718,0.010965772392175666,0.022290775534081233,1
175,0.09763844247060782,0.009973107564240635,0.049445661883893315,1
176,0.08800888554446136,0.008943304247770012,0.07181607313387652,1
177,0.10291140487146451,0.009863301694328364,0.025418014903838226,1
178,0.11107031550662395,0.01083828030620726,0.014096548386381143,1
179,0.12423275409077057,0.01191270007648626,0.0953266794686137,1
180,0.11915465877790636,0.012253112539139188,0.0422237278359704,1
181,0.10623895773533355,0.011264679548849799,0.04071841123316073,1
182,0.11353760291785944,0.012914656472808872,0.08512883515689625,1
183,0.11036954004119691,0.01210879560825262,0.044565402559183204,1
184,0.11936890842965693,0.014439636950482893,0.05237457931689056,1
